ENSMUSG00000083764	ENSMUST00000118450
ENSMUSG00000077576	ENSMUST00000104388
ENSMUSG00000077577	ENSMUST00000104389
ENSMUSG00000077578	ENSMUST00000104390
ENSMUSG00000081181	ENSMUST00000120891
ENSMUSG00000081182	ENSMUST00000121528
ENSMUSG00000089015	ENSMUST00000158390
ENSMUSG00000081184	ENSMUST00000121702
ENSMUSG00000081185	ENSMUST00000121202
ENSMUSG00000081186	ENSMUST00000121244
ENSMUSG00000081187	ENSMUST00000120793
ENSMUSG00000029923	ENSMUST00000031986
ENSMUSG00000084696	ENSMUST00000122747
ENSMUSG00000084694	ENSMUST00000122745
ENSMUSG00000095139	ENSMUST00000178174
ENSMUSG00000084691	ENSMUST00000122742
ENSMUSG00000084690	ENSMUST00000122741
ENSMUSG00000095134	ENSMUST00000167967
ENSMUSG00000095136	ENSMUST00000118594
ENSMUSG00000095137	ENSMUST00000179067
ENSMUSG00000095130	ENSMUST00000103515
ENSMUSG00000095131	ENSMUST00000179995
ENSMUSG00000095133	ENSMUST00000179033
ENSMUSG00000015812	ENSMUST00000111095
ENSMUSG00000088758	ENSMUST00000158133
ENSMUSG00000043219	ENSMUST00000062829
ENSMUSG00000088752	ENSMUST00000158127
ENSMUSG00000088753	ENSMUST00000158128
ENSMUSG00000088750	ENSMUST00000158125
ENSMUSG00000088751	ENSMUST00000158126
ENSMUSG00000088756	ENSMUST00000158131
ENSMUSG00000088754	ENSMUST00000158129
ENSMUSG00000099110	ENSMUST00000183910
ENSMUSG00000080586	ENSMUST00000116936
ENSMUSG00000080582	ENSMUST00000116932
ENSMUSG00000080580	ENSMUST00000116930
ENSMUSG00000061486	ENSMUST00000075243
ENSMUSG00000074001	ENSMUST00000098272
ENSMUSG00000074004	ENSMUST00000098278
ENSMUSG00000074006	ENSMUST00000098281
ENSMUSG00000094767	ENSMUST00000118183
ENSMUSG00000087919	ENSMUST00000157294
ENSMUSG00000087915	ENSMUST00000157290
ENSMUSG00000087914	ENSMUST00000157289
ENSMUSG00000087917	ENSMUST00000157292
ENSMUSG00000087916	ENSMUST00000157291
ENSMUSG00000087911	ENSMUST00000157286
ENSMUSG00000087910	ENSMUST00000157285
ENSMUSG00000087913	ENSMUST00000157288
ENSMUSG00000087912	ENSMUST00000157287
ENSMUSG00000091873	ENSMUST00000071208
ENSMUSG00000053909	ENSMUST00000115150
ENSMUSG00000007480	ENSMUST00000172148
ENSMUSG00000002477	ENSMUST00000002551
ENSMUSG00000017756	ENSMUST00000017900
ENSMUSG00000023176	ENSMUST00000064856
ENSMUSG00000078808	ENSMUST00000108569
ENSMUSG00000015441	ENSMUST00000022757
ENSMUSG00000071452	ENSMUST00000050276
ENSMUSG00000099749	ENSMUST00000189792
ENSMUSG00000099748	ENSMUST00000188314
ENSMUSG00000099747	ENSMUST00000190635
ENSMUSG00000099746	ENSMUST00000190974
ENSMUSG00000099745	ENSMUST00000186257
ENSMUSG00000099744	ENSMUST00000186718
ENSMUSG00000099743	ENSMUST00000080660
ENSMUSG00000099742	ENSMUST00000188140
ENSMUSG00000099741	ENSMUST00000187104
ENSMUSG00000099740	ENSMUST00000185340
ENSMUSG00000050281	ENSMUST00000106880
ENSMUSG00000050288	ENSMUST00000057893
ENSMUSG00000099017	ENSMUST00000184637
ENSMUSG00000082950	ENSMUST00000117560
ENSMUSG00000033863	ENSMUST00000036884
ENSMUSG00000101377	ENSMUST00000190743
ENSMUSG00000024997	ENSMUST00000025961
ENSMUSG00000051885	ENSMUST00000072887
ENSMUSG00000064956	ENSMUST00000083022
ENSMUSG00000064954	ENSMUST00000083020
ENSMUSG00000064952	ENSMUST00000083018
ENSMUSG00000058631	ENSMUST00000075085
ENSMUSG00000086689	ENSMUST00000151945
ENSMUSG00000064958	ENSMUST00000083024
ENSMUSG00000064959	ENSMUST00000083025
ENSMUSG00000090353	ENSMUST00000164042
ENSMUSG00000090352	ENSMUST00000173960
ENSMUSG00000090350	ENSMUST00000164702
ENSMUSG00000090357	ENSMUST00000133179
ENSMUSG00000047153	ENSMUST00000022831
ENSMUSG00000090355	ENSMUST00000176367
ENSMUSG00000090358	ENSMUST00000164299
ENSMUSG00000060992	ENSMUST00000100162
ENSMUSG00000086685	ENSMUST00000135491
ENSMUSG00000024999	ENSMUST00000025963
ENSMUSG00000082955	ENSMUST00000118089
ENSMUSG00000047789	ENSMUST00000052514
ENSMUSG00000056145	ENSMUST00000070085
ENSMUSG00000089136	ENSMUST00000158511
ENSMUSG00000105815	ENSMUST00000197208
ENSMUSG00000105814	ENSMUST00000197105
ENSMUSG00000105817	ENSMUST00000197637
ENSMUSG00000105810	ENSMUST00000199996
ENSMUSG00000105813	ENSMUST00000197338
ENSMUSG00000105812	ENSMUST00000196028
ENSMUSG00000089132	ENSMUST00000158507
ENSMUSG00000105819	ENSMUST00000200512
ENSMUSG00000105818	ENSMUST00000199995
ENSMUSG00000047441	ENSMUST00000058725
ENSMUSG00000094304	ENSMUST00000178201
ENSMUSG00000094305	ENSMUST00000179248
ENSMUSG00000094306	ENSMUST00000084007
ENSMUSG00000094301	ENSMUST00000178157
ENSMUSG00000094302	ENSMUST00000077417
ENSMUSG00000091272	ENSMUST00000166328
ENSMUSG00000105132	ENSMUST00000196536
ENSMUSG00000094308	ENSMUST00000178053
ENSMUSG00000083553	ENSMUST00000117240
ENSMUSG00000105130	ENSMUST00000199650
ENSMUSG00000060128	ENSMUST00000073196
ENSMUSG00000065331	ENSMUST00000083397
ENSMUSG00000065330	ENSMUST00000083396
ENSMUSG00000065333	ENSMUST00000083399
ENSMUSG00000049604	ENSMUST00000062709
ENSMUSG00000065337	ENSMUST00000083403
ENSMUSG00000065336	ENSMUST00000083402
ENSMUSG00000091275	ENSMUST00000163885
ENSMUSG00000088940	ENSMUST00000158315
ENSMUSG00000047238	ENSMUST00000051484
ENSMUSG00000097969	ENSMUST00000183009
ENSMUSG00000097968	ENSMUST00000182471
ENSMUSG00000093685	ENSMUST00000175635
ENSMUSG00000097961	ENSMUST00000182943
ENSMUSG00000097960	ENSMUST00000183235
ENSMUSG00000097963	ENSMUST00000182252
ENSMUSG00000097964	ENSMUST00000183058
ENSMUSG00000097967	ENSMUST00000182789
ENSMUSG00000097966	ENSMUST00000183173
ENSMUSG00000106393	ENSMUST00000196439
ENSMUSG00000106392	ENSMUST00000196461
ENSMUSG00000106391	ENSMUST00000197921
ENSMUSG00000106390	ENSMUST00000199720
ENSMUSG00000106397	ENSMUST00000197078
ENSMUSG00000106396	ENSMUST00000199508
ENSMUSG00000106395	ENSMUST00000195931
ENSMUSG00000106394	ENSMUST00000197790
ENSMUSG00000106399	ENSMUST00000195920
ENSMUSG00000106398	ENSMUST00000197132
ENSMUSG00000102899	ENSMUST00000194573
ENSMUSG00000102894	ENSMUST00000193871
ENSMUSG00000102895	ENSMUST00000192543
ENSMUSG00000102896	ENSMUST00000193027
ENSMUSG00000102897	ENSMUST00000195748
ENSMUSG00000102890	ENSMUST00000195801
ENSMUSG00000102891	ENSMUST00000193972
ENSMUSG00000102892	ENSMUST00000192149
ENSMUSG00000102893	ENSMUST00000192571
ENSMUSG00000086896	ENSMUST00000153951
ENSMUSG00000068314	ENSMUST00000089614
ENSMUSG00000063478	ENSMUST00000080619
ENSMUSG00000085366	ENSMUST00000146046
ENSMUSG00000100034	ENSMUST00000186374
ENSMUSG00000076956	ENSMUST00000103768
ENSMUSG00000076951	ENSMUST00000103763
ENSMUSG00000076950	ENSMUST00000103762
ENSMUSG00000076952	ENSMUST00000103764
ENSMUSG00000076959	ENSMUST00000103771
ENSMUSG00000076958	ENSMUST00000103770
ENSMUSG00000097803	ENSMUST00000181130
ENSMUSG00000100948	ENSMUST00000187794
ENSMUSG00000100949	ENSMUST00000187330
ENSMUSG00000100944	ENSMUST00000185232
ENSMUSG00000100945	ENSMUST00000187154
ENSMUSG00000100946	ENSMUST00000187325
ENSMUSG00000097801	ENSMUST00000181852
ENSMUSG00000100940	ENSMUST00000191416
ENSMUSG00000100941	ENSMUST00000188035
ENSMUSG00000066440	ENSMUST00000021547
ENSMUSG00000100943	ENSMUST00000188874
ENSMUSG00000092469	ENSMUST00000173799
ENSMUSG00000092468	ENSMUST00000174783
ENSMUSG00000100032	ENSMUST00000191123
ENSMUSG00000092462	ENSMUST00000172677
ENSMUSG00000092461	ENSMUST00000173218
ENSMUSG00000107021	ENSMUST00000201273
ENSMUSG00000092467	ENSMUST00000173327
ENSMUSG00000092466	ENSMUST00000174879
ENSMUSG00000092465	ENSMUST00000174403
ENSMUSG00000092464	ENSMUST00000174341
ENSMUSG00000103769	ENSMUST00000194510
ENSMUSG00000103768	ENSMUST00000191634
ENSMUSG00000103765	ENSMUST00000191784
ENSMUSG00000103764	ENSMUST00000194394
ENSMUSG00000103767	ENSMUST00000192759
ENSMUSG00000103761	ENSMUST00000195529
ENSMUSG00000103760	ENSMUST00000191672
ENSMUSG00000103763	ENSMUST00000195380
ENSMUSG00000103762	ENSMUST00000193534
ENSMUSG00000063787	ENSMUST00000071215
ENSMUSG00000065758	ENSMUST00000083824
ENSMUSG00000098720	ENSMUST00000184638
ENSMUSG00000107440	ENSMUST00000204604
ENSMUSG00000100497	ENSMUST00000186430
ENSMUSG00000107442	ENSMUST00000203051
ENSMUSG00000107443	ENSMUST00000203900
ENSMUSG00000107444	ENSMUST00000060398
ENSMUSG00000107445	ENSMUST00000203610
ENSMUSG00000100490	ENSMUST00000189105
ENSMUSG00000107447	ENSMUST00000203814
ENSMUSG00000107448	ENSMUST00000203019
ENSMUSG00000107449	ENSMUST00000204453
ENSMUSG00000054733	ENSMUST00000067927
ENSMUSG00000098727	ENSMUST00000184823
ENSMUSG00000090519	ENSMUST00000163167
ENSMUSG00000099264	ENSMUST00000183556
ENSMUSG00000033508	ENSMUST00000043400
ENSMUSG00000099266	ENSMUST00000183678
ENSMUSG00000099267	ENSMUST00000183370
ENSMUSG00000099260	ENSMUST00000183412
ENSMUSG00000099261	ENSMUST00000185105
ENSMUSG00000099263	ENSMUST00000184900
ENSMUSG00000033501	ENSMUST00000040592
ENSMUSG00000036751	ENSMUST00000075738
ENSMUSG00000099268	ENSMUST00000184087
ENSMUSG00000065510	ENSMUST00000083576
ENSMUSG00000036117	ENSMUST00000048605
ENSMUSG00000088264	ENSMUST00000157639
ENSMUSG00000099062	ENSMUST00000183991
ENSMUSG00000062783	ENSMUST00000078827
ENSMUSG00000062782	ENSMUST00000172230
ENSMUSG00000071722	ENSMUST00000096367
ENSMUSG00000100230	ENSMUST00000188413
ENSMUSG00000062434	ENSMUST00000071410
ENSMUSG00000100236	ENSMUST00000191399
ENSMUSG00000100237	ENSMUST00000191364
ENSMUSG00000100234	ENSMUST00000178480
ENSMUSG00000100238	ENSMUST00000187408
ENSMUSG00000062438	ENSMUST00000079368
ENSMUSG00000084299	ENSMUST00000119199
ENSMUSG00000022226	ENSMUST00000015576
ENSMUSG00000022227	ENSMUST00000022836
ENSMUSG00000091471	ENSMUST00000166808
ENSMUSG00000101726	ENSMUST00000190177
ENSMUSG00000101724	ENSMUST00000186428
ENSMUSG00000091475	ENSMUST00000163493
ENSMUSG00000101722	ENSMUST00000187121
ENSMUSG00000101721	ENSMUST00000189223
ENSMUSG00000101720	ENSMUST00000186773
ENSMUSG00000091479	ENSMUST00000170557
ENSMUSG00000091478	ENSMUST00000081241
ENSMUSG00000101729	ENSMUST00000189015
ENSMUSG00000084546	ENSMUST00000122597
ENSMUSG00000108000	ENSMUST00000205199
ENSMUSG00000108003	ENSMUST00000204603
ENSMUSG00000108002	ENSMUST00000203726
ENSMUSG00000108005	ENSMUST00000204379
ENSMUSG00000108004	ENSMUST00000204451
ENSMUSG00000108007	ENSMUST00000204025
ENSMUSG00000108006	ENSMUST00000204219
ENSMUSG00000108009	ENSMUST00000205154
ENSMUSG00000108008	ENSMUST00000204742
ENSMUSG00000060461	ENSMUST00000071991
ENSMUSG00000060467	ENSMUST00000075585
ENSMUSG00000097149	ENSMUST00000181958
ENSMUSG00000097148	ENSMUST00000181173
ENSMUSG00000097142	ENSMUST00000181443
ENSMUSG00000097141	ENSMUST00000181931
ENSMUSG00000097140	ENSMUST00000181101
ENSMUSG00000097147	ENSMUST00000180748
ENSMUSG00000097146	ENSMUST00000181103
ENSMUSG00000031903	ENSMUST00000034377
ENSMUSG00000031902	ENSMUST00000109308
ENSMUSG00000031907	ENSMUST00000034382
ENSMUSG00000031904	ENSMUST00000034378
ENSMUSG00000038622	ENSMUST00000037115
ENSMUSG00000030368	ENSMUST00000094799
ENSMUSG00000104804	ENSMUST00000198609
ENSMUSG00000104807	ENSMUST00000197981
ENSMUSG00000104806	ENSMUST00000197120
ENSMUSG00000104801	ENSMUST00000197097
ENSMUSG00000104800	ENSMUST00000199005
ENSMUSG00000104803	ENSMUST00000200525
ENSMUSG00000104802	ENSMUST00000200248
ENSMUSG00000073471	ENSMUST00000097423
ENSMUSG00000096097	ENSMUST00000178806
ENSMUSG00000070923	ENSMUST00000094993
ENSMUSG00000048087	ENSMUST00000059524
ENSMUSG00000043050	ENSMUST00000051297
ENSMUSG00000048080	ENSMUST00000059565
ENSMUSG00000022126	ENSMUST00000022722
ENSMUSG00000076180	ENSMUST00000102225
ENSMUSG00000031015	ENSMUST00000033325
ENSMUSG00000031016	ENSMUST00000033326
ENSMUSG00000068879	ENSMUST00000090853
ENSMUSG00000028893	ENSMUST00000030724
ENSMUSG00000102406	ENSMUST00000193867
ENSMUSG00000102405	ENSMUST00000194911
ENSMUSG00000102404	ENSMUST00000193511
ENSMUSG00000102403	ENSMUST00000195609
ENSMUSG00000102401	ENSMUST00000195308
ENSMUSG00000102400	ENSMUST00000194996
ENSMUSG00000096646	ENSMUST00000178723
ENSMUSG00000048559	ENSMUST00000060066
ENSMUSG00000102409	ENSMUST00000194256
ENSMUSG00000090259	ENSMUST00000161968
ENSMUSG00000034993	ENSMUST00000040430
ENSMUSG00000021629	ENSMUST00000067246
ENSMUSG00000034997	ENSMUST00000036653
ENSMUSG00000034994	ENSMUST00000047864
ENSMUSG00000021622	ENSMUST00000022122
ENSMUSG00000074127	ENSMUST00000034344
ENSMUSG00000074123	ENSMUST00000098460
ENSMUSG00000032593	ENSMUST00000085060
ENSMUSG00000074121	ENSMUST00000058879
ENSMUSG00000074128	ENSMUST00000153288
ENSMUSG00000074129	ENSMUST00000150350
ENSMUSG00000045048	ENSMUST00000062156
ENSMUSG00000101478	ENSMUST00000187743
ENSMUSG00000088950	ENSMUST00000158325
ENSMUSG00000088951	ENSMUST00000158326
ENSMUSG00000088953	ENSMUST00000158328
ENSMUSG00000088954	ENSMUST00000158329
ENSMUSG00000088955	ENSMUST00000158330
ENSMUSG00000088956	ENSMUST00000158331
ENSMUSG00000088957	ENSMUST00000158332
ENSMUSG00000088958	ENSMUST00000158333
ENSMUSG00000088959	ENSMUST00000158334
ENSMUSG00000024395	ENSMUST00000025254
ENSMUSG00000086881	ENSMUST00000137582
ENSMUSG00000086882	ENSMUST00000117515
ENSMUSG00000086883	ENSMUST00000130307
ENSMUSG00000086884	ENSMUST00000146152
ENSMUSG00000086885	ENSMUST00000139483
ENSMUSG00000086886	ENSMUST00000149813
ENSMUSG00000086887	ENSMUST00000150559
ENSMUSG00000044312	ENSMUST00000050103
ENSMUSG00000052565	ENSMUST00000045301
ENSMUSG00000044317	ENSMUST00000060225
ENSMUSG00000087286	ENSMUST00000132939
ENSMUSG00000087281	ENSMUST00000154897
ENSMUSG00000087283	ENSMUST00000131457
ENSMUSG00000087282	ENSMUST00000129569
ENSMUSG00000087288	ENSMUST00000137962
ENSMUSG00000099688	ENSMUST00000185723
ENSMUSG00000098425	ENSMUST00000183609
ENSMUSG00000104273	ENSMUST00000195338
ENSMUSG00000079993	ENSMUST00000116110
ENSMUSG00000079998	ENSMUST00000116114
ENSMUSG00000104276	ENSMUST00000191950
ENSMUSG00000098420	ENSMUST00000185049
ENSMUSG00000098423	ENSMUST00000184362
ENSMUSG00000104275	ENSMUST00000192066
ENSMUSG00000075296	ENSMUST00000143380
ENSMUSG00000058430	ENSMUST00000080234
ENSMUSG00000058435	ENSMUST00000065841
ENSMUSG00000063130	ENSMUST00000077698
ENSMUSG00000024970	ENSMUST00000025924
ENSMUSG00000024978	ENSMUST00000061856
ENSMUSG00000001988	ENSMUST00000002053
ENSMUSG00000064800	ENSMUST00000082866
ENSMUSG00000001983	ENSMUST00000002048
ENSMUSG00000001985	ENSMUST00000030676
ENSMUSG00000087422	ENSMUST00000131533
ENSMUSG00000087425	ENSMUST00000141811
ENSMUSG00000087428	ENSMUST00000141989
ENSMUSG00000051716	ENSMUST00000060782
ENSMUSG00000080819	ENSMUST00000120759
ENSMUSG00000080818	ENSMUST00000118975
ENSMUSG00000080811	ENSMUST00000117403
ENSMUSG00000080810	ENSMUST00000118713
ENSMUSG00000080813	ENSMUST00000119381
ENSMUSG00000080812	ENSMUST00000117970
ENSMUSG00000080815	ENSMUST00000117940
ENSMUSG00000080814	ENSMUST00000118104
ENSMUSG00000080817	ENSMUST00000120280
ENSMUSG00000080816	ENSMUST00000119110
ENSMUSG00000064707	ENSMUST00000082773
ENSMUSG00000064706	ENSMUST00000082772
ENSMUSG00000040565	ENSMUST00000099494
ENSMUSG00000040560	ENSMUST00000072726
ENSMUSG00000106767	ENSMUST00000202446
ENSMUSG00000082556	ENSMUST00000119776
ENSMUSG00000082554	ENSMUST00000120696
ENSMUSG00000082555	ENSMUST00000117418
ENSMUSG00000082552	ENSMUST00000119679
ENSMUSG00000082553	ENSMUST00000120872
ENSMUSG00000061974	ENSMUST00000079639
ENSMUSG00000082551	ENSMUST00000121699
ENSMUSG00000097309	ENSMUST00000181277
ENSMUSG00000046924	ENSMUST00000049819
ENSMUSG00000046922	ENSMUST00000061796
ENSMUSG00000082558	ENSMUST00000120976
ENSMUSG00000097308	ENSMUST00000181337
ENSMUSG00000001774	ENSMUST00000001825
ENSMUSG00000087415	ENSMUST00000117894
ENSMUSG00000026536	ENSMUST00000009340
ENSMUSG00000026535	ENSMUST00000000266
ENSMUSG00000026531	ENSMUST00000027816
ENSMUSG00000076136	ENSMUST00000102182
ENSMUSG00000059382	ENSMUST00000071707
ENSMUSG00000094148	ENSMUST00000177909
ENSMUSG00000094149	ENSMUST00000167253
ENSMUSG00000094140	ENSMUST00000071221
ENSMUSG00000094146	ENSMUST00000179767
ENSMUSG00000094147	ENSMUST00000178416
ENSMUSG00000094145	ENSMUST00000172199
ENSMUSG00000043827	ENSMUST00000055324
ENSMUSG00000047039	ENSMUST00000061081
ENSMUSG00000095818	ENSMUST00000178831
ENSMUSG00000095817	ENSMUST00000168298
ENSMUSG00000047031	ENSMUST00000058362
ENSMUSG00000095813	ENSMUST00000119062
ENSMUSG00000047037	ENSMUST00000052204
ENSMUSG00000047034	ENSMUST00000070875
ENSMUSG00000094498	ENSMUST00000097987
ENSMUSG00000098338	ENSMUST00000184711
ENSMUSG00000081269	ENSMUST00000117667
ENSMUSG00000094494	ENSMUST00000178059
ENSMUSG00000098334	ENSMUST00000184219
ENSMUSG00000094496	ENSMUST00000076575
ENSMUSG00000094497	ENSMUST00000178557
ENSMUSG00000098331	ENSMUST00000184765
ENSMUSG00000098330	ENSMUST00000184732
ENSMUSG00000098333	ENSMUST00000183813
ENSMUSG00000094493	ENSMUST00000079936
ENSMUSG00000084248	ENSMUST00000118621
ENSMUSG00000084249	ENSMUST00000121609
ENSMUSG00000081268	ENSMUST00000117853
ENSMUSG00000084240	ENSMUST00000121889
ENSMUSG00000084241	ENSMUST00000117264
ENSMUSG00000084243	ENSMUST00000119639
ENSMUSG00000084244	ENSMUST00000118165
ENSMUSG00000084245	ENSMUST00000117482
ENSMUSG00000084246	ENSMUST00000119325
ENSMUSG00000084247	ENSMUST00000118915
ENSMUSG00000083738	ENSMUST00000117201
ENSMUSG00000088549	ENSMUST00000157924
ENSMUSG00000088548	ENSMUST00000157923
ENSMUSG00000083731	ENSMUST00000117532
ENSMUSG00000088542	ENSMUST00000157917
ENSMUSG00000083733	ENSMUST00000117496
ENSMUSG00000083732	ENSMUST00000117480
ENSMUSG00000088547	ENSMUST00000157922
ENSMUSG00000088546	ENSMUST00000157921
ENSMUSG00000088545	ENSMUST00000157920
ENSMUSG00000088544	ENSMUST00000157919
ENSMUSG00000098399	ENSMUST00000184402
ENSMUSG00000101075	ENSMUST00000190744
ENSMUSG00000006642	ENSMUST00000006818
ENSMUSG00000081398	ENSMUST00000118851
ENSMUSG00000081391	ENSMUST00000121173
ENSMUSG00000081390	ENSMUST00000122019
ENSMUSG00000081395	ENSMUST00000117308
ENSMUSG00000081394	ENSMUST00000117559
ENSMUSG00000081397	ENSMUST00000120060
ENSMUSG00000081265	ENSMUST00000119018
ENSMUSG00000064377	ENSMUST00000082443
ENSMUSG00000008734	ENSMUST00000008878
ENSMUSG00000064370	ENSMUST00000082421
ENSMUSG00000064371	ENSMUST00000082422
ENSMUSG00000055114	ENSMUST00000068515
ENSMUSG00000107606	ENSMUST00000204505
ENSMUSG00000107604	ENSMUST00000203678
ENSMUSG00000107605	ENSMUST00000204442
ENSMUSG00000107602	ENSMUST00000203593
ENSMUSG00000107603	ENSMUST00000204296
ENSMUSG00000107600	ENSMUST00000203226
ENSMUSG00000107601	ENSMUST00000203560
ENSMUSG00000095365	ENSMUST00000179408
ENSMUSG00000095367	ENSMUST00000178019
ENSMUSG00000090655	ENSMUST00000165781
ENSMUSG00000095361	ENSMUST00000179791
ENSMUSG00000107608	ENSMUST00000203822
ENSMUSG00000107609	ENSMUST00000203705
ENSMUSG00000001510	ENSMUST00000092768
ENSMUSG00000099468	ENSMUST00000191369
ENSMUSG00000099469	ENSMUST00000190357
ENSMUSG00000045528	ENSMUST00000062535
ENSMUSG00000099466	ENSMUST00000186555
ENSMUSG00000099467	ENSMUST00000189064
ENSMUSG00000099464	ENSMUST00000186157
ENSMUSG00000099465	ENSMUST00000185540
ENSMUSG00000080046	ENSMUST00000116160
ENSMUSG00000099099	ENSMUST00000184010
ENSMUSG00000103689	ENSMUST00000192620
ENSMUSG00000102057	ENSMUST00000191181
ENSMUSG00000099093	ENSMUST00000183506
ENSMUSG00000093044	ENSMUST00000175303
ENSMUSG00000033355	ENSMUST00000038423
ENSMUSG00000019278	ENSMUST00000019422
ENSMUSG00000099091	ENSMUST00000184607
ENSMUSG00000098340	ENSMUST00000183670
ENSMUSG00000101527	ENSMUST00000191224
ENSMUSG00000101526	ENSMUST00000189842
ENSMUSG00000101521	ENSMUST00000191261
ENSMUSG00000101520	ENSMUST00000188355
ENSMUSG00000101523	ENSMUST00000190422
ENSMUSG00000101522	ENSMUST00000190873
ENSMUSG00000101529	ENSMUST00000188149
ENSMUSG00000101528	ENSMUST00000189924
ENSMUSG00000103684	ENSMUST00000192381
ENSMUSG00000093087	ENSMUST00000175346
ENSMUSG00000096046	ENSMUST00000180331
ENSMUSG00000096412	ENSMUST00000178217
ENSMUSG00000101299	ENSMUST00000189138
ENSMUSG00000101298	ENSMUST00000128102
ENSMUSG00000101297	ENSMUST00000187501
ENSMUSG00000101296	ENSMUST00000190326
ENSMUSG00000101295	ENSMUST00000189608
ENSMUSG00000101294	ENSMUST00000186329
ENSMUSG00000036925	ENSMUST00000037685
ENSMUSG00000084444	ENSMUST00000122495
ENSMUSG00000101291	ENSMUST00000189250
ENSMUSG00000101290	ENSMUST00000190350
ENSMUSG00000108126	ENSMUST00000203443
ENSMUSG00000108124	ENSMUST00000203508
ENSMUSG00000108125	ENSMUST00000204935
ENSMUSG00000108122	ENSMUST00000204269
ENSMUSG00000108123	ENSMUST00000204251
ENSMUSG00000108120	ENSMUST00000203027
ENSMUSG00000108121	ENSMUST00000203765
ENSMUSG00000081809	ENSMUST00000118452
ENSMUSG00000093329	ENSMUST00000175588
ENSMUSG00000084441	ENSMUST00000122492
ENSMUSG00000077199	ENSMUST00000104011
ENSMUSG00000108128	ENSMUST00000204038
ENSMUSG00000097433	ENSMUST00000181385
ENSMUSG00000097437	ENSMUST00000177164
ENSMUSG00000097435	ENSMUST00000181197
ENSMUSG00000097434	ENSMUST00000180741
ENSMUSG00000097438	ENSMUST00000181666
ENSMUSG00000054978	ENSMUST00000068307
ENSMUSG00000095926	ENSMUST00000157878
ENSMUSG00000055594	ENSMUST00000048459
ENSMUSG00000099196	ENSMUST00000183892
ENSMUSG00000098021	ENSMUST00000182394
ENSMUSG00000032038	ENSMUST00000034537
ENSMUSG00000066268	ENSMUST00000084811
ENSMUSG00000066269	ENSMUST00000084812
ENSMUSG00000022022	ENSMUST00000022600
ENSMUSG00000022023	ENSMUST00000022601
ENSMUSG00000066262	ENSMUST00000084799
ENSMUSG00000066263	ENSMUST00000106862
ENSMUSG00000022026	ENSMUST00000088735
ENSMUSG00000055621	ENSMUST00000134827
ENSMUSG00000055629	ENSMUST00000048002
ENSMUSG00000105990	ENSMUST00000199465
ENSMUSG00000105991	ENSMUST00000198232
ENSMUSG00000105992	ENSMUST00000199796
ENSMUSG00000057997	ENSMUST00000080681
ENSMUSG00000105994	ENSMUST00000198188
ENSMUSG00000105995	ENSMUST00000199987
ENSMUSG00000105996	ENSMUST00000197972
ENSMUSG00000105997	ENSMUST00000197168
ENSMUSG00000105998	ENSMUST00000198517
ENSMUSG00000105999	ENSMUST00000197485
ENSMUSG00000098023	ENSMUST00000182579
ENSMUSG00000100084	ENSMUST00000188271
ENSMUSG00000094807	ENSMUST00000178492
ENSMUSG00000091874	ENSMUST00000169556
ENSMUSG00000094805	ENSMUST00000071625
ENSMUSG00000091876	ENSMUST00000168653
ENSMUSG00000091879	ENSMUST00000171841
ENSMUSG00000094808	ENSMUST00000076638
ENSMUSG00000011658	ENSMUST00000071207
ENSMUSG00000058628	ENSMUST00000080634
ENSMUSG00000013653	ENSMUST00000013797
ENSMUSG00000062624	ENSMUST00000067328
ENSMUSG00000057667	ENSMUST00000077408
ENSMUSG00000102179	ENSMUST00000195578
ENSMUSG00000102178	ENSMUST00000193385
ENSMUSG00000102176	ENSMUST00000194973
ENSMUSG00000102175	ENSMUST00000193443
ENSMUSG00000102174	ENSMUST00000192255
ENSMUSG00000102173	ENSMUST00000192362
ENSMUSG00000102172	ENSMUST00000194571
ENSMUSG00000102171	ENSMUST00000192676
ENSMUSG00000102170	ENSMUST00000193154
ENSMUSG00000039164	ENSMUST00000048431
ENSMUSG00000039163	ENSMUST00000044220
